new_id,ref_id,sowi_id,sourcefile,ref_text_x,ref_text_y,ref_seg,ref_seg_dic
f1_205674,205674,['csa-sa-200609291'],23654,"Grimmer, B./ T. Röhl: Female Students at Universities in Baden-Württemberg, Rhone-Alpes and Catalonia. A Secondary Analysis of Gender, Interest in Science and Research, and the Intention to do a Doctorate. In: Papers – Revista Sociologica. Barcelona 2005, S. 199-215.","Grimmer, B./ T. Röhl: Female Students at Universities in Baden-Württemberg, Rhone-Alpes and Catalonia. A Secondary Analysis of Gender, Interest in Science and Research, and the Intention to do a Doctorate. In: Papers – Revista Sociologica. Barcelona 2005, S. 199-215.","<author><surname prob=""0.9978"">Grimmer</surname>, <given-names prob=""0.9986"">B</given-names></author>./ <given-names prob=""0.9901"">T.</given-names> <author><surname prob=""0.5025"">Röhl</surname></author>: <title prob=""0.9589"">Female</title> <title prob=""0.9862"">Students</title> <title prob=""0.9911"">at</title> <title prob=""0.9943"">Universities</title> <title prob=""0.9949"">in</title> <title prob=""0.9964"">Baden-Württemberg,</title> <title prob=""0.9950"">Rhone-Alpes</title> <title prob=""0.9957"">and</title> <title prob=""0.9956"">Catalonia.</title> <title prob=""0.9903"">A</title> <title prob=""0.9969"">Secondary</title> <title prob=""0.9983"">Analysis</title> <title prob=""0.9984"">of</title> <title prob=""0.9985"">Gender,</title> <title prob=""0.9922"">Interest</title> <title prob=""0.9926"">in</title> <title prob=""0.9929"">Science</title> <title prob=""0.9906"">and</title> <title prob=""0.9887"">Research,</title> <title prob=""0.9103"">and</title> <title prob=""0.9108"">the</title> <title prob=""0.9097"">Intention</title> <title prob=""0.9050"">to</title> <title prob=""0.9032"">do</title> <title prob=""0.8994"">a</title> <title prob=""0.8957"">Doctorate</title>. <other prob=""0.7182"">In</other>: <source prob=""0.9035"">Papers</source> <source prob=""0.8474"">-</source> <source prob=""0.8841"">Revista</source> <source prob=""0.8674"">Sociologica</source>. <other prob=""0.8471"">Barcelona</other> <year prob=""0.9669"">2005</year>, S. <fpage prob=""0.9992"">199</fpage> - <lpage prob=""0.9992"">215</lpage>.","{""author"": [[{""score"": ""0.9978"", ""surname"": ""Grimmer""}, {""given-names"": ""B"", ""score"": ""0.9986""}]], ""given-names"": [{""score"": ""0.9901"", ""value"": ""T.""}], ""title"": [{""score"": ""0.9589"", ""value"": ""Female""}, {""score"": ""0.9862"", ""value"": ""Students""}, {""score"": ""0.9911"", ""value"": ""at""}, {""score"": ""0.9943"", ""value"": ""Universities""}, {""score"": ""0.9949"", ""value"": ""in""}, {""score"": ""0.9964"", ""value"": ""Baden-Württemberg,""}, {""score"": ""0.9950"", ""value"": ""Rhone-Alpes""}, {""score"": ""0.9957"", ""value"": ""and""}, {""score"": ""0.9956"", ""value"": ""Catalonia.""}, {""score"": ""0.9903"", ""value"": ""A""}, {""score"": ""0.9969"", ""value"": ""Secondary""}, {""score"": ""0.9983"", ""value"": ""Analysis""}, {""score"": ""0.9984"", ""value"": ""of""}, {""score"": ""0.9985"", ""value"": ""Gender,""}, {""score"": ""0.9922"", ""value"": ""Interest""}, {""score"": ""0.9926"", ""value"": ""in""}, {""score"": ""0.9929"", ""value"": ""Science""}, {""score"": ""0.9906"", ""value"": ""and""}, {""score"": ""0.9887"", ""value"": ""Research,""}, {""score"": ""0.9103"", ""value"": ""and""}, {""score"": ""0.9108"", ""value"": ""the""}, {""score"": ""0.9097"", ""value"": ""Intention""}, {""score"": ""0.9050"", ""value"": ""to""}, {""score"": ""0.9032"", ""value"": ""do""}, {""score"": ""0.8994"", ""value"": ""a""}, {""score"": ""0.8957"", ""value"": ""Doctorate""}], ""other"": [{""score"": ""0.7182"", ""value"": ""In""}, {""score"": ""0.8471"", ""value"": ""Barcelona""}], ""source"": [{""score"": ""0.9035"", ""value"": ""Papers""}, {""score"": ""0.8474"", ""value"": ""-""}, {""score"": ""0.8841"", ""value"": ""Revista""}, {""score"": ""0.8674"", ""value"": ""Sociologica""}], ""year"": [{""score"": ""0.9669"", ""value"": ""2005""}], ""page"": [{""score"": ""0.9992"", ""value"": ""199""}, {""score"": ""0.9992"", ""value"": ""215""}]}"
f1_777546,777546,"['wzb-bib-47992', 'fes-bib-417852', ' wzb-bib-47992']",22072,"Godelier, Maurice (1990): Natur, Arbeit, Geschichte: Zu einer universalgeschichtlichen Theorie der Wirtschaftsformen. Hamburg: Junius. 279 S. [29]","Godelier, Maurice (1990): Natur, Arbeit, Geschichte: Zu einer universalgeschichtlichen Theorie der Wirtschaftsformen. Hamburg: Junius. 279 S. [29]","<author><surname prob=""0.9947"">Godelier</surname>, <given-names prob=""0.9945"">Maurice</given-names></author> (<year prob=""0.9993"">1990</year>): <title prob=""0.9998"">Natur,</title> <title prob=""0.9993"">Arbeit,</title> <title prob=""0.9953"">Geschichte:</title> <title prob=""0.9963"">Zu</title> <title prob=""0.9969"">einer</title> <title prob=""0.9971"">universalgeschichtlichen</title> <title prob=""0.9964"">Theorie</title> <title prob=""0.9944"">der</title> <title prob=""0.9894"">Wirtschaftsformen</title>. <other prob=""0.9619"">Hamburg</other>: <publisher prob=""0.5549"">Junius</publisher>. <volume prob=""0.6938"">279</volume> S. [<other prob=""0.8442"">29</other>]","{""author"": [[{""score"": ""0.9947"", ""surname"": ""Godelier""}, {""given-names"": ""Maurice"", ""score"": ""0.9945""}]], ""year"": [{""score"": ""0.9993"", ""value"": ""1990""}], ""title"": [{""score"": ""0.9998"", ""value"": ""Natur,""}, {""score"": ""0.9993"", ""value"": ""Arbeit,""}, {""score"": ""0.9953"", ""value"": ""Geschichte:""}, {""score"": ""0.9963"", ""value"": ""Zu""}, {""score"": ""0.9969"", ""value"": ""einer""}, {""score"": ""0.9971"", ""value"": ""universalgeschichtlichen""}, {""score"": ""0.9964"", ""value"": ""Theorie""}, {""score"": ""0.9944"", ""value"": ""der""}, {""score"": ""0.9894"", ""value"": ""Wirtschaftsformen""}], ""other"": [{""score"": ""0.9619"", ""value"": ""Hamburg""}, {""score"": ""0.8442"", ""value"": ""29""}], ""publisher"": [{""score"": ""0.5549"", ""value"": ""Junius""}], ""volume"": [{""score"": ""0.6938"", ""value"": ""279""}]}"
f1_69251,69251,['csa-assia-9121665'],26965,"Quittner, A. L., Glueckauf, R. L. & Jackson, D. N. (1990). Chronic parenting stress: Moderating versus mediating effects of social support. Journal of Personality and Social Psychology, 59(6), pp. 1266-1278.","Quittner, A. L., Glueckauf, R. L. & Jackson, D. N. (1990). Chronic parenting stress: Moderating versus mediating effects of social support. Journal of Personality and Social Psychology, 59(6), pp. 1266-1278.","<author><surname prob=""0.9961"">Quittner</surname>, <given-names prob=""0.9968"">A.</given-names> <given-names prob=""0.5556"">L</given-names></author>., <author><surname prob=""0.9835"">Glueckauf</surname>, <given-names prob=""0.9984"">R.</given-names> <given-names prob=""0.9815"">L.</given-names></author> & <author><surname prob=""0.9931"">Jackson</surname>, <given-names prob=""0.9953"">D.</given-names> <given-names prob=""0.9930"">N.</given-names></author> (<year prob=""0.9999"">1990</year>). <title prob=""0.9831"">Chronic</title> <title prob=""0.9886"">parenting</title> <title prob=""0.9883"">stress:</title> <title prob=""0.9866"">Moderating</title> <title prob=""0.9852"">versus</title> <title prob=""0.9830"">mediating</title> <title prob=""0.9808"">effects</title> <title prob=""0.9757"">of</title> <title prob=""0.9683"">social</title> <title prob=""0.9466"">support</title>. <source prob=""0.7032"">Journal</source> <source prob=""0.7432"">of</source> <source prob=""0.7923"">Personality</source> <source prob=""0.8218"">and</source> <source prob=""0.8712"">Social</source> <source prob=""0.8882"">Psychology</source>, <volume prob=""0.9975"">59</volume> (<issue prob=""0.8603"">6</issue>), pp. <fpage prob=""0.9874"">1266</fpage> - <lpage prob=""0.9874"">1278</lpage>.","{""author"": [[{""score"": ""0.9961"", ""surname"": ""Quittner""}, {""given-names"": ""A."", ""score"": ""0.9968""}, {""given-names"": ""L"", ""score"": ""0.5556""}], [{""score"": ""0.9835"", ""surname"": ""Glueckauf""}, {""given-names"": ""R."", ""score"": ""0.9984""}, {""given-names"": ""L."", ""score"": ""0.9815""}], [{""score"": ""0.9931"", ""surname"": ""Jackson""}, {""given-names"": ""D."", ""score"": ""0.9953""}, {""given-names"": ""N."", ""score"": ""0.9930""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""1990""}], ""title"": [{""score"": ""0.9831"", ""value"": ""Chronic""}, {""score"": ""0.9886"", ""value"": ""parenting""}, {""score"": ""0.9883"", ""value"": ""stress:""}, {""score"": ""0.9866"", ""value"": ""Moderating""}, {""score"": ""0.9852"", ""value"": ""versus""}, {""score"": ""0.9830"", ""value"": ""mediating""}, {""score"": ""0.9808"", ""value"": ""effects""}, {""score"": ""0.9757"", ""value"": ""of""}, {""score"": ""0.9683"", ""value"": ""social""}, {""score"": ""0.9466"", ""value"": ""support""}], ""source"": [{""score"": ""0.7032"", ""value"": ""Journal""}, {""score"": ""0.7432"", ""value"": ""of""}, {""score"": ""0.7923"", ""value"": ""Personality""}, {""score"": ""0.8218"", ""value"": ""and""}, {""score"": ""0.8712"", ""value"": ""Social""}, {""score"": ""0.8882"", ""value"": ""Psychology""}], ""volume"": [{""score"": ""0.9975"", ""value"": ""59""}], ""issue"": [{""score"": ""0.8603"", ""value"": ""6""}], ""page"": [{""score"": ""0.9874"", ""value"": ""1266""}, {""score"": ""0.9874"", ""value"": ""1278""}]}"
f1_570514,570514,"['gesis-solis-00321865', 'iab-litdok-K031127F07', ' gesis-solis-00321865']",32827,"Albrecht, Martin/ Braun, Hans (1998): International research project on job retention and return to work strategies for disabled workers: study report Germany. Geneva: International Labour Office","Albrecht, Martin/ Braun, Hans (1998): International research project on job retention and return to work strategies for disabled workers: study report Germany. Geneva: International Labour Office","<author><surname prob=""0.9921"">Albrecht</surname>, <given-names prob=""0.9974"">Martin</given-names></author>/ <author><surname prob=""0.9915"">Braun</surname>, <given-names prob=""0.9946"">Hans</given-names></author> (<year prob=""0.9999"">1998</year>): <title prob=""0.9998"">International</title> <title prob=""0.9999"">research</title> <title prob=""0.9998"">project</title> <title prob=""0.9995"">on</title> <title prob=""0.9995"">job</title> <title prob=""0.9993"">retention</title> <title prob=""0.9991"">and</title> <title prob=""0.9990"">return</title> <title prob=""0.9988"">to</title> <title prob=""0.9985"">work</title> <title prob=""0.9976"">strategies</title> <title prob=""0.9964"">for</title> <title prob=""0.9942"">disabled</title> <title prob=""0.9891"">workers:</title> <title prob=""0.9822"">study</title> <title prob=""0.9754"">report</title> <title prob=""0.9106"">Germany</title>. <other prob=""0.9772"">Geneva</other>: <publisher prob=""0.9975"">International</publisher> <publisher prob=""0.9968"">Labour</publisher> <publisher prob=""0.9968"">Office</publisher>","{""author"": [[{""score"": ""0.9921"", ""surname"": ""Albrecht""}, {""given-names"": ""Martin"", ""score"": ""0.9974""}], [{""score"": ""0.9915"", ""surname"": ""Braun""}, {""given-names"": ""Hans"", ""score"": ""0.9946""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""1998""}], ""title"": [{""score"": ""0.9998"", ""value"": ""International""}, {""score"": ""0.9999"", ""value"": ""research""}, {""score"": ""0.9998"", ""value"": ""project""}, {""score"": ""0.9995"", ""value"": ""on""}, {""score"": ""0.9995"", ""value"": ""job""}, {""score"": ""0.9993"", ""value"": ""retention""}, {""score"": ""0.9991"", ""value"": ""and""}, {""score"": ""0.9990"", ""value"": ""return""}, {""score"": ""0.9988"", ""value"": ""to""}, {""score"": ""0.9985"", ""value"": ""work""}, {""score"": ""0.9976"", ""value"": ""strategies""}, {""score"": ""0.9964"", ""value"": ""for""}, {""score"": ""0.9942"", ""value"": ""disabled""}, {""score"": ""0.9891"", ""value"": ""workers:""}, {""score"": ""0.9822"", ""value"": ""study""}, {""score"": ""0.9754"", ""value"": ""report""}, {""score"": ""0.9106"", ""value"": ""Germany""}], ""other"": [{""score"": ""0.9772"", ""value"": ""Geneva""}], ""publisher"": [{""score"": ""0.9975"", ""value"": ""International""}, {""score"": ""0.9968"", ""value"": ""Labour""}, {""score"": ""0.9968"", ""value"": ""Office""}]}"
f1_133564,133564,"['csa-ps-200711247', 'bszbw-wao-282451323', ' csa-ps-200711247']",36473,"Elkins, Zachary/Guzman, Andrew T./Simmons, Beth A. 2006: Competing for Capital: The Difusion of Bilateral Investment Treaties 1960-2000, in: International Organization 60: 4, 811- 846.","Elkins, Zachary/Guzman, Andrew T./Simmons, Beth A. 2006: Competing for Capital: The Difusion of Bilateral Investment Treaties 1960-2000, in: International Organization 60: 4, 811- 846.","<author><surname prob=""0.9582"">Elkins</surname>, <surname prob=""0.6792"">Zachary/Guzman</surname>, <given-names prob=""0.9976"">Andrew</given-names></author> <author><surname prob=""0.9959"">T./Simmons</surname>, <given-names prob=""0.9547"">Beth</given-names> <given-names prob=""0.9872"">A.</given-names></author> <year prob=""0.9997"">2006</year>: <title prob=""0.9995"">Competing</title> <title prob=""0.9998"">for</title> <title prob=""0.9996"">Capital:</title> <title prob=""0.9992"">The</title> <title prob=""0.9991"">Difusion</title> <title prob=""0.9987"">of</title> <title prob=""0.9981"">Bilateral</title> <title prob=""0.9969"">Investment</title> <title prob=""0.9946"">Treaties</title> <title prob=""0.9866"">1960-2000</title>, in: <source prob=""0.9995"">International</source> <source prob=""0.9994"">Organization</source> <volume prob=""0.9882"">60</volume>: <issue prob=""0.4719"">4</issue>, <fpage prob=""0.9960"">811</fpage> - <lpage prob=""0.9960"">846</lpage>.","{""author"": [[{""score"": ""0.9582"", ""surname"": ""Elkins""}, {""score"": ""0.6792"", ""surname"": ""Zachary/Guzman""}, {""given-names"": ""Andrew"", ""score"": ""0.9976""}], [{""score"": ""0.9959"", ""surname"": ""T./Simmons""}, {""given-names"": ""Beth"", ""score"": ""0.9547""}, {""given-names"": ""A."", ""score"": ""0.9872""}]], ""year"": [{""score"": ""0.9997"", ""value"": ""2006""}], ""title"": [{""score"": ""0.9995"", ""value"": ""Competing""}, {""score"": ""0.9998"", ""value"": ""for""}, {""score"": ""0.9996"", ""value"": ""Capital:""}, {""score"": ""0.9992"", ""value"": ""The""}, {""score"": ""0.9991"", ""value"": ""Difusion""}, {""score"": ""0.9987"", ""value"": ""of""}, {""score"": ""0.9981"", ""value"": ""Bilateral""}, {""score"": ""0.9969"", ""value"": ""Investment""}, {""score"": ""0.9946"", ""value"": ""Treaties""}, {""score"": ""0.9866"", ""value"": ""1960-2000""}], ""source"": [{""score"": ""0.9995"", ""value"": ""International""}, {""score"": ""0.9994"", ""value"": ""Organization""}], ""volume"": [{""score"": ""0.9882"", ""value"": ""60""}], ""issue"": [{""score"": ""0.4719"", ""value"": ""4""}], ""page"": [{""score"": ""0.9960"", ""value"": ""811""}, {""score"": ""0.9960"", ""value"": ""846""}]}"
f1_776076,776076,"['csa-ps-200806958', 'csa-ps-200806958', ' gesis-solis-00389273', ' iab-litdok-K070730N06']",42310,"Wagner, Gert G. / Frick, Joachim R. / Schupp, Jürgen (2007): The German Socio-Economic Panel Study (SOEP) – Scope, Evolution and Enhancements, in: Schmollers Jahrbuch 127, Heft 1, S. 139-169.","Wagner, Gert G. / Frick, Joachim R. / Schupp, Jürgen (2007): The German Socio-Economic Panel Study (SOEP) – Scope, Evolution and Enhancements, in: Schmollers Jahrbuch 127, Heft 1, S. 139-169.","<author><surname prob=""0.9527"">Wagner</surname>, <given-names prob=""0.9534"">Gert</given-names> <given-names prob=""0.8291"">G.</given-names></author> / <author><surname prob=""0.7363"">Frick</surname>, <given-names prob=""0.7367"">Joachim</given-names> <given-names prob=""0.6695"">R.</given-names></author> / <author><surname prob=""0.8343"">Schupp</surname>, <given-names prob=""0.7416"">Jürgen</given-names></author> (<year prob=""0.9997"">2007</year>): <title prob=""0.9895"">The</title> <title prob=""0.9891"">German</title> <title prob=""0.9824"">Socio-Economic</title> <title prob=""0.9725"">Panel</title> <title prob=""0.9495"">Study</title> <title prob=""0.8654"">(SOEP)</title> <title prob=""0.8497"">-</title> <title prob=""0.8570"">Scope,</title> <title prob=""0.8506"">Evolution</title> <title prob=""0.8493"">and</title> <title prob=""0.8423"">Enhancements</title>, <other prob=""0.5749"">in</other>: <source prob=""0.9976"">Schmollers</source> <source prob=""0.9888"">Jahrbuch</source> <volume prob=""0.8508"">127</volume>, Heft <issue prob=""0.5189"">1</issue>, S. <fpage prob=""0.9989"">139</fpage> - <lpage prob=""0.9989"">169</lpage>.","{""author"": [[{""score"": ""0.9527"", ""surname"": ""Wagner""}, {""given-names"": ""Gert"", ""score"": ""0.9534""}, {""given-names"": ""G."", ""score"": ""0.8291""}], [{""score"": ""0.7363"", ""surname"": ""Frick""}, {""given-names"": ""Joachim"", ""score"": ""0.7367""}, {""given-names"": ""R."", ""score"": ""0.6695""}], [{""score"": ""0.8343"", ""surname"": ""Schupp""}, {""given-names"": ""Jürgen"", ""score"": ""0.7416""}]], ""year"": [{""score"": ""0.9997"", ""value"": ""2007""}], ""title"": [{""score"": ""0.9895"", ""value"": ""The""}, {""score"": ""0.9891"", ""value"": ""German""}, {""score"": ""0.9824"", ""value"": ""Socio-Economic""}, {""score"": ""0.9725"", ""value"": ""Panel""}, {""score"": ""0.9495"", ""value"": ""Study""}, {""score"": ""0.8654"", ""value"": ""(SOEP)""}, {""score"": ""0.8497"", ""value"": ""-""}, {""score"": ""0.8570"", ""value"": ""Scope,""}, {""score"": ""0.8506"", ""value"": ""Evolution""}, {""score"": ""0.8493"", ""value"": ""and""}, {""score"": ""0.8423"", ""value"": ""Enhancements""}], ""other"": [{""score"": ""0.5749"", ""value"": ""in""}], ""source"": [{""score"": ""0.9976"", ""value"": ""Schmollers""}, {""score"": ""0.9888"", ""value"": ""Jahrbuch""}], ""volume"": [{""score"": ""0.8508"", ""value"": ""127""}], ""issue"": [{""score"": ""0.5189"", ""value"": ""1""}], ""page"": [{""score"": ""0.9989"", ""value"": ""139""}, {""score"": ""0.9989"", ""value"": ""169""}]}"
f1_1088099,1088099,['csa-ps-200506497'],6203,"Medianu, N. (2002). “Analysing Political Exchanges between Minority and Majority Leaders in R omania”. The Global Review of Ethnopolitics 1 (4): 28-41.","Medianu, N. (2002). “Analysing Political Exchanges between Minority and Majority Leaders in R omania”. The Global Review of Ethnopolitics 1 (4): 28-41.","<author><surname prob=""0.9961"">Medianu</surname>, <given-names prob=""0.9996"">N.</given-names></author> (<year prob=""0.9994"">2002</year>). “<title prob=""0.3748"">Analysing</title> <title prob=""0.4999"">Political</title> <title prob=""0.5131"">Exchanges</title> <title prob=""0.5305"">between</title> <title prob=""0.5475"">Minority</title> <title prob=""0.5536"">and</title> <title prob=""0.5648"">Majority</title> <title prob=""0.5652"">Leaders</title> <title prob=""0.5656"">in</title> <title prob=""0.5645"">R</title> <title prob=""0.5502"">omania</title>”. <source prob=""0.6578"">The</source> <source prob=""0.8994"">Global</source> <source prob=""0.9642"">Review</source> <source prob=""0.9864"">of</source> <source prob=""0.9906"">Ethnopolitics</source> <volume prob=""0.9973"">1</volume> (<issue prob=""0.9458"">4</issue>): <fpage prob=""0.9998"">28</fpage> - <lpage prob=""0.9998"">41</lpage>.","{""author"": [[{""score"": ""0.9961"", ""surname"": ""Medianu""}, {""given-names"": ""N."", ""score"": ""0.9996""}]], ""year"": [{""score"": ""0.9994"", ""value"": ""2002""}], ""title"": [{""score"": ""0.3748"", ""value"": ""Analysing""}, {""score"": ""0.4999"", ""value"": ""Political""}, {""score"": ""0.5131"", ""value"": ""Exchanges""}, {""score"": ""0.5305"", ""value"": ""between""}, {""score"": ""0.5475"", ""value"": ""Minority""}, {""score"": ""0.5536"", ""value"": ""and""}, {""score"": ""0.5648"", ""value"": ""Majority""}, {""score"": ""0.5652"", ""value"": ""Leaders""}, {""score"": ""0.5656"", ""value"": ""in""}, {""score"": ""0.5645"", ""value"": ""R""}, {""score"": ""0.5502"", ""value"": ""omania""}], ""source"": [{""score"": ""0.6578"", ""value"": ""The""}, {""score"": ""0.8994"", ""value"": ""Global""}, {""score"": ""0.9642"", ""value"": ""Review""}, {""score"": ""0.9864"", ""value"": ""of""}, {""score"": ""0.9906"", ""value"": ""Ethnopolitics""}], ""volume"": [{""score"": ""0.9973"", ""value"": ""1""}], ""issue"": [{""score"": ""0.9458"", ""value"": ""4""}], ""page"": [{""score"": ""0.9998"", ""value"": ""28""}, {""score"": ""0.9998"", ""value"": ""41""}]}"
f1_1106416,1106416,"['gesis-solis-00302963', 'gesis-solis-00302963', ' iab-litdok-K020610D05']",33981,"Becker, Irene ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. In: Vierteljahreshefte zur Wirtschaftsforschung, Nr. ,   – ¨ .","Becker, Irene ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. In: Vierteljahreshefte zur Wirtschaftsforschung, Nr. ,   – ¨ .","<author><surname prob=""0.9835"">Becker</surname>, <given-names prob=""0.9859"">Irene</given-names></author> ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. <other prob=""0.5719"">In</other>: <source prob=""0.9548"">Vierteljahreshefte</source> <source prob=""0.9333"">zur</source> <source prob=""0.8885"">Wirtschaftsforschung</source>, <other prob=""0.6310"">Nr</other> ,. - ¨ .","{""author"": [[{""score"": ""0.9835"", ""surname"": ""Becker""}, {""given-names"": ""Irene"", ""score"": ""0.9859""}]], ""other"": [{""score"": ""0.5719"", ""value"": ""In""}, {""score"": ""0.6310"", ""value"": ""Nr""}], ""source"": [{""score"": ""0.9548"", ""value"": ""Vierteljahreshefte""}, {""score"": ""0.9333"", ""value"": ""zur""}, {""score"": ""0.8885"", ""value"": ""Wirtschaftsforschung""}]}"
f1_225697,225697,"['fes-bib-202644', 'iab-litdok-I890125F10', ' fes-bib-202644', ' gesis-solis-00121194']",35316,"Hohn, H.-W. (1988): Von der Einheitsgewerkschaft zum Betriebssyndikalismus. Berlin.","Hohn, H.-W. (1988): Von der Einheitsgewerkschaft zum Betriebssyndikalismus. Berlin.","<author><surname prob=""0.9933"">Hohn</surname>, <given-names prob=""0.9991"">H.-W</given-names></author>. (<year prob=""1.0000"">1988</year>): <title prob=""0.9986"">Von</title> <title prob=""0.9986"">der</title> <title prob=""0.9983"">Einheitsgewerkschaft</title> <title prob=""0.9964"">zum</title> <title prob=""0.9927"">Betriebssyndikalismus</title>. <other prob=""0.9806"">Berlin</other>.","{""author"": [[{""score"": ""0.9933"", ""surname"": ""Hohn""}, {""given-names"": ""H.-W"", ""score"": ""0.9991""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1988""}], ""title"": [{""score"": ""0.9986"", ""value"": ""Von""}, {""score"": ""0.9986"", ""value"": ""der""}, {""score"": ""0.9983"", ""value"": ""Einheitsgewerkschaft""}, {""score"": ""0.9964"", ""value"": ""zum""}, {""score"": ""0.9927"", ""value"": ""Betriebssyndikalismus""}], ""other"": [{""score"": ""0.9806"", ""value"": ""Berlin""}]}"
f1_717340,717340,['csa-pais-1990-1007799'],31089,"DALBY, S. (1990): Creating the second cold war: the discourse of politics. London: Pinter.","DALBY, S. (1990): Creating the second cold war: the discourse of politics. London: Pinter.","<author><surname prob=""0.9917"">DALBY</surname>, <given-names prob=""0.9974"">S.</given-names></author> (<year prob=""1.0000"">1990</year>): <title prob=""0.9995"">Creating</title> <title prob=""0.9997"">the</title> <title prob=""0.9997"">second</title> <title prob=""0.9988"">cold</title> <title prob=""0.9955"">war:</title> <title prob=""0.9938"">the</title> <title prob=""0.9931"">discourse</title> <title prob=""0.9895"">of</title> <title prob=""0.9784"">politics</title>. <other prob=""0.9980"">London</other>: <publisher prob=""0.9944"">Pinter</publisher>.","{""author"": [[{""score"": ""0.9917"", ""surname"": ""DALBY""}, {""given-names"": ""S."", ""score"": ""0.9974""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1990""}], ""title"": [{""score"": ""0.9995"", ""value"": ""Creating""}, {""score"": ""0.9997"", ""value"": ""the""}, {""score"": ""0.9997"", ""value"": ""second""}, {""score"": ""0.9988"", ""value"": ""cold""}, {""score"": ""0.9955"", ""value"": ""war:""}, {""score"": ""0.9938"", ""value"": ""the""}, {""score"": ""0.9931"", ""value"": ""discourse""}, {""score"": ""0.9895"", ""value"": ""of""}, {""score"": ""0.9784"", ""value"": ""politics""}], ""other"": [{""score"": ""0.9980"", ""value"": ""London""}], ""publisher"": [{""score"": ""0.9944"", ""value"": ""Pinter""}]}"
f1_916667,916667,"['csa-sa-9912806', 'gesis-bib-44533','gesis-solis-00242984', ' csa-sa-9912806']",5958,"Blaschke, Sabine (1999). Gewerkschaftlicher Organisationsgrad in Österreich, in: Zeitschrift für Soziologie, 28 (1), 6071.","Blaschke, Sabine (1999). Gewerkschaftlicher Organisationsgrad in Österreich, in: Zeitschrift für Soziologie, 28 (1), 6071.","<author><surname prob=""0.9972"">Blaschke</surname>, <given-names prob=""0.9969"">Sabine</given-names></author> (<year prob=""0.9995"">1999</year>). <title prob=""0.9736"">Gewerkschaftlicher</title> <title prob=""0.9794"">Organisationsgrad</title> <title prob=""0.9778"">in</title> <title prob=""0.9751"">Österreich</title>, in: <source prob=""0.9959"">Zeitschrift</source> <source prob=""0.9983"">für</source> <source prob=""0.9992"">Soziologie</source>, <volume prob=""0.9982"">28</volume> (<issue prob=""0.9401"">1</issue>), <fpage prob=""0.9997"">60</fpage> - <lpage prob=""0.9997"">71</lpage>.","{""author"": [[{""score"": ""0.9972"", ""surname"": ""Blaschke""}, {""given-names"": ""Sabine"", ""score"": ""0.9969""}]], ""year"": [{""score"": ""0.9995"", ""value"": ""1999""}], ""title"": [{""score"": ""0.9736"", ""value"": ""Gewerkschaftlicher""}, {""score"": ""0.9794"", ""value"": ""Organisationsgrad""}, {""score"": ""0.9778"", ""value"": ""in""}, {""score"": ""0.9751"", ""value"": ""Österreich""}], ""source"": [{""score"": ""0.9959"", ""value"": ""Zeitschrift""}, {""score"": ""0.9983"", ""value"": ""für""}, {""score"": ""0.9992"", ""value"": ""Soziologie""}], ""volume"": [{""score"": ""0.9982"", ""value"": ""28""}], ""issue"": [{""score"": ""0.9401"", ""value"": ""1""}], ""page"": [{""score"": ""0.9997"", ""value"": ""60""}, {""score"": ""0.9997"", ""value"": ""71""}]}"
