Id_ref,jaccard,match,norm_title_str
Popper1969,"{'id': 'gesis-solis-00021484', 'value': 0.72762402868881204}",true,dielogikdersozialwissenschaftenderpositivismusstreitinderdeutschensoziologies
Emery1969,"{'id': 'fes-bib-16913', 'value': 0.99999999999999989}",true,formandcontentinindustrialdemocracy
Beckhard1969,"{'id': 'ubk-opac-LY000492785', 'value': 0.73859564166438452}",true,organizationdevelopmentstrategiesandmodels
Moulton1970,"{'id': 'csa-pais-1940-6818', 'value': 0.63579028903385926}",false,linguisticsandlanguageteachingintheunitedstates
Joos1970,"{'id': 'csa-sa-73G2846', 'value': 0.58323833856462959}",false,linguisticprospectsintheunitedstates
Kuhn1970,"{'id': 'csa-assia-9252212', 'value': 0.64802532360873355}",false,logikoderpsychologiederforschungstudienzurstrukturderwissenschaftsgeschichte4
Unknown1972,"{'id': 'wzb-bib-93491', 'value': 0.72962299039226142}",true,existencerelatednessandgrowthhumanneedsinorganizationalsettings
Kirzner1973,"{'id': 'bszbw-wao-046496556', 'value': 1.0000000000000002}",true,competitionandentrepreneurship
Meeker1977,"{'id': 'csa-sa-77I7505', 'value': 0.97484053559438455}",true,sexrolesandinterpersonalbehaviorintaskorientatedgroups
Brend1977,"{'id': 'csa-sa-74G6351', 'value': 0.6433039112071065}",false,thesummerinstituteoflinguisticsitsworksandcontributions
Piliavin1978,"{'id': 'csa-sa-80K5527', 'value': 1.0}",true,theeffectsofthesexcompositionofgroupsonstyleofsocialinteraction
Durand1979,"{'id': 'bszbw-wao-386636672', 'value': 0.65236601787593185}",false,europeancitizenship
Berger1980,"{'id': 'csa-sa-82M3962', 'value': 1.0}",true,statusorganizingprocesses
Knorr1981,"{'id': 'wzb-bib-155950', 'value': 0.95131195934985346}",true,diefabrikationvonerkenntniszuranthropologiedernaturwissenschaft
Lazarus1981,"{'id': 'bszbw-wao-386044252', 'value': 0.66258836240805918}",false,stressundstressbewaltigungeinparadigma
Maltz1982,"{'id': 'csa-sa-83M7807', 'value': 0.76959142374472811}",true,aculturalapproachtomalefemalemiscommunication
Kleining1982,"{'id': 'csa-pais-1983-0023521', 'value': 1.0}",true,umrisszueinermethodologiequalitativersozialforschung
Bonß1982,"{'id': 'wzb-bib-64910', 'value': 0.92926509682646774}",true,dieeinubungdestatsachenblickszurstrukturundveranderungempirischersozialforschung
Roger1983,"{'id': 'csa-pais-1983-2002670', 'value': 0.71263815957737475}",true,effectsofindividualdifferencesondyadicconversationalstrategies
Heilman1983,"{'id': 'csa-ps-8201096', 'value': 0.7312398857860144}",true,sexbiasinworksettingsthelackoffitmodel
Smith1983,"{'id': 'bszbw-wao-389326712', 'value': 0.71025768424497471}",true,violenceandsport
Bonß1985,"{'id': 'fis-bildung-33152', 'value': 0.78043121789923986}",true,entzaubertewissenschaftzurrelativitatundgeltungsoziologischerforschung
Bonß1985,"{'id': 'fis-bildung-33152', 'value': 0.78043121789923986}",true,entzaubertewissenschaftzurrelativitatundgeltungsoziologischerforschung
Petty1986,"{'id': 'wzb-bib-49848', 'value': 1.0}",true,communicationandpersuasioncentralandperipheralroutestoattitudechange
Coates1986,"{'id': 'csa-pais-1986-1601562', 'value': 0.61323055145887118}",false,womenmenandlanguageasociolinguisticaccountofsexdifferencesinlanguage
Ridgeway1986,"{'id': 'csa-ps-193800', 'value': 0.99999999999999978}",true,expectationslegitimationanddominancebehaviorintaskgroups
Grieco1987,"{'id': 'gesis-solis-00169146', 'value': 0.74046145406157493}",true,keepingitinthefamilysocialnetworksandemploymentchance
Morse1988,"{'id': 'csa-assia-8751574', 'value': 0.69093133770907866}",false,artemisageingexerciseandthefemalebodyonvideo
Schein1988,"{'id': 'fis-bildung-219485', 'value': 0.76762633548137971}",true,processconsultationitsroleinorganizationdevelopment
Volmerg1988,"{'id': 'csa-sa-89U5720', 'value': 0.72308349933704275}",true,erkenntnistheoretischegrundsatzeinterpretativersozialforschunginderperspektiveeinespsychoanalytischreflektiertenselbstundfremdverstehens
Felson1988,"{'id': 'wzb-bib-83113', 'value': 0.76399274701224995}",true,obesityandkneeosteoarthritistheframinghamstudy
Lévi1989,"{'id': 'fes-bib-266739', 'value': 0.59239158459043328}",false,dasnaheunddasferneeineautobiographieingesprachen
Roger1989,"{'id': 'csa-pei-4967163', 'value': 0.74883267089018268}",true,experimentalstudiesofturntakingbehavior
Friden1989,"{'id': 'csa-pei-10093240', 'value': 1.0}",true,astabilometrictechniqueforevaluationoflowerlimbinstabilities
Taylor1989,"{'id': 'ubk-opac-LY000039092', 'value': 1.0}",true,primetimefamilies
Carli1989,"{'id': 'csa-assia-8952372', 'value': 1.0}",true,genderdifferencesininteractionstyleandinfluence
Lerman1990,"{'id': 'bszbw-wao-407115978', 'value': 0.66520617742308763}",false,factorsassociatedwithrepeatedadherencetobreastcancerscreening
Breuer1991,"{'id': 'fis-bildung-162966', 'value': 0.70950260929952269}",true,wissenschaftstheoriefurpsychologeneineeinfuhrung5verbesserteauflageindruckqualitativeforschunginderpsychologie
Flick1991,"{'id': 'gesis-ssoar-3730', 'value': 0.93814012823641935}",true,stationendesqualitativenforschungsprozesseshandbuchqualitativesozialforschungs
Unknown1991,"{'id': 'csa-pei-5002256', 'value': 0.71501105440507073}",true,thepsychologyofphysicalactivity
Oliver1991,"{'id': 'csa-ps-237472', 'value': 0.66767288761230292}",false,strategicresponsestoinstitutionalprocesses
Kumar1991,"{'id': 'csa-pei-4985409', 'value': 0.74741627986426107}",true,culturaldiversitysimpactongroupprocessesandperformancecomparingculturallyhomogeneousandculturallydiverseworkgroupsengagedinproblemsolvingtasks
Breuer1991,"{'id': 'fis-bildung-162966', 'value': 0.70950260929952269}",true,wissenschaftstheoriefurpsychologeneineeinfuhrung5verbesserteauflageindruckqualitativeforschunginderpsychologie
Smith1991,"{'id': 'fis-bildung-163524', 'value': 0.75046755809113641}",true,genderandconversationaldynamics
Unknown1991,"{'id': 'csa-pei-5002256', 'value': 0.71501105440507073}",true,thepsychologyofphysicalactivity
Cornwall1991,"{'id': 'csa-ps-234574', 'value': 0.69295301580214141}",false,posturalswayfollowinginversionsprainoftheankle
Apter1992,"{'id': 'fis-bildung-221930', 'value': 0.77177937904595084}",true,thedangerousedgethepsychologyofexcitement
Bock1992,"{'id': 'gesis-solis-00160651', 'value': 0.80175871862889025}",true,dashalbstrukturierteleitfadenorientiertetiefeninterviewtheorieundpraxisdermethodeambeispielvonpaarinterviews
Barre1992,"{'id': 'csa-assia-9241971', 'value': 0.76311520233238439}",true,vorwortangstundmethodeindenverhaltenswissenschaften3
CouncilandHealthEducationAuthority1992,"{'id': '', 'value': 0}",false,allieddunbarnationalfitnesssurvey
Cornell1992,"{'id': 'fes-bib-736007', 'value': 1.0000000000000002}",true,thephilosophyofthelimit
Fleck1992,"{'id': 'csa-sa-93Z6784', 'value': 1.0}",true,vomneuanfangzurdisziplinuberlegungenzurdeutschsprachigenqualitativensozialforschunganlasslicheinigerneuerlehrbucher
Fleck1992,"{'id': 'csa-sa-93Z6784', 'value': 1.0}",true,vomneuanfangzurdisziplinuberlegungenzurdeutschsprachigenqualitativensozialforschunganlasslicheinigerneuerlehrbucher
England1992,"{'id': 'csa-pais-1992-0906205', 'value': 1.0000000000000002}",true,comparableworththeoriesandevidence
Spigel1992,"{'id': 'ubk-opac-LY000128900', 'value': 0.57482367304541149}",false,privatescreenings
Mey1992,"{'id': 'bszbw-wao-385183372', 'value': 0.7510306333595721}",true,jugendarbeitslosigkeitundlokaleidentitatforschungsberichteausdeminstitutfurpsychologieder
Lam1992,"{'id': 'csa-sa-92Z2630', 'value': 0.86718849683110888}",true,schoolingdecomposingearningsinequalityintheunitedstatesandbrazil
Mey1992,"{'id': 'bszbw-wao-385183372', 'value': 0.7510306333595721}",true,jugendarbeitslosigkeitundlokaleidentitatforschungsberichteausdeminstitutfurpsychologieder
Eagly1992,"{'id': 'csa-assia-9232704', 'value': 0.96220879002229986}",true,genderandevaluationofleadersametaanalysis
Driskell1993,"{'id': 'csa-assia-15444', 'value': 0.69979214698551073}",false,taskcuesdominancecuesandinfluenceinsmallgroups
Milbank1993,"{'id': '', 'value': 0}",false,theologyandsocialtheorybeyondsecularreason
Brennan1993,"{'id': 'wzb-bib-99116', 'value': 1.0000000000000002}",true,democracyanddecisionthepuretheoryofelectoralpreference
Tedlock1993,"{'id': 'csa-sa-9402813', 'value': 0.57306151385471937}",false,fragenzurdialogischenanthropologie
Langmaack1993,"{'id': 'fis-bildung-506678', 'value': 0.61946472877807957}",false,wiediegruppelaufenlerntanregungenzumplanenundleitenvongruppen4
Dequeker1993,"{'id': 'csa-pei-5014923', 'value': 0.75735291828711193}",true,generalizedosteoarthritisassociatedwithincreasedinsulinlikegrowthfactortypesiandiiandtransforminggrowthfactorincorticalbonefromtheiliaccrestpossiblemechanismofincreasedbonedensityandprotectionagainstosteoporosis
Bray1993,"{'id': 'csa-ssa-199400404', 'value': 1.0000000000000002}",true,developmentalissuesinstepfamiliesresearchprojectfamilyrelationshipsandparentchildinteractions
Lewicki1993,"{'id': 'csa-ssa-199200225', 'value': 0.75497998615730644}",true,negotiationreadingsexercisesandcases
Unknown1993,"{'id': 'fis-bildung-323252', 'value': 0.75689602841219228}",true,theuseofrapespecificempathyinductiononrapeeducationforcollegemenatheoreticalandempiricalexamination
Fuchs1993,"{'id': 'csa-pais-1992-0606970', 'value': 0.73205486142265153}",true,phanomenologiederdifferenzreflexionsstufenethnographischerreprasentation
Moghadam1993,"{'id': 'csa-ps-9304464', 'value': 0.75213247455322796}",true,genderandsocialchangeinthemiddleeast
Falk1994,"{'id': 'csa-sa-9401542', 'value': 0.76200744736728643}",true,thesaleskifamilyandthefoundingofthelsalinguisticinstitutes
Flick1994,"{'id': 'fis-bildung-324777', 'value': 0.68994582815999361}",false,textzwischenmimesisundwelterzeugungfragendergeltungsbegrundungtextualisiertersozialwissenschaftforschungsberichteausdeminstitutfurpsychologieder
Bernstein1994,"{'id': 'csa-ps-254889', 'value': 0.75603708522435731}",true,physicalexerciseandreducedriskofbreastcancerinyoungwomen
Teising1994,"{'id': 'dzi-solit-0070240', 'value': 0.61414787089524081}",false,diebedeutungdersauglingsbeobachtungfurdiepsychoanalyseambeispielvondsterndielebenserfahrungdessauglings
Bernstein1994,"{'id': 'csa-ps-254889', 'value': 0.75603708522435731}",true,physicalexerciseandreducedriskofbreastcancerinyoungwomen
Simpson1994,"{'id': 'csa-sa-9500096', 'value': 0.70349750968480529}",true,scienceofcoercioncommunicationresearchandpsychologicalwarfare19451960
Markolf1995,"{'id': 'fis-bildung-298498', 'value': 0.78105881647146902}",true,combinedkneeloadingstatesthatgeneratehighanteriorcruciateligamentforces
d1995,"{'id': 'csa-sa-96c02792', 'value': 0.67821399897590828}",false,unioncitizenshippieintheskyineuropeinsearchofaneworder
King1995,"{'id': 'csa-assia-56049', 'value': 1.0000000000000002}",true,outlineofapracticaltheoryoffootballviolence
Breiter1995,"{'id': 'gesis-solis-00193121', 'value': 0.99999999999999978}",true,dieforschunguberkunstlicheintelligenzundihresanduhrformigeentwicklungsdynamik
Weiler1995,"{'id': 'gesis-solis-00182483', 'value': 0.68405171481360583}",false,doeseuropeneedaconstitutionreflectionsondemostelosandthegermanmaastrichtdecision
Kalichman1995,"{'id': 'csa-assia-58385', 'value': 1.0000000000000002}",true,sexualsensationseekingandsexualcompulsivityscalesreliabilityvalidityandpredictinghivriskbehaviour
Preuss1996,"{'id': 'csa-sa-9707190', 'value': 1.0}",true,twochallengestoeuropeancitizenship
Ruane1996,"{'id': 'csa-assia-74069', 'value': 0.62580162408951789}",false,thedynamicsofconflictinnorthernirelandpowerconflictandemancipation
Ciuni1996,"{'id': '', 'value': 0}",false,enthospitalisierungdiesichtderbetroffenen
Rauschenbach1996,"{'id': 'fis-bildung-392746', 'value': 0.62645599789069883}",false,vonunsselbstabersprechenwirstorenfriedsubjektivitatalssymptomundmethodeunsererzeitsubjektivitatundobjektivitatalsbegriffepsychiatrischendenkens
deLevaP1996,"{'id': '', 'value': 0}",false,ssegmentinertiaparameters
Emery1996,"{'id': 'csa-ps-9505633', 'value': 0.6723821396056594}",false,thesearchconference
Twenge1997,"{'id': 'csa-pais-1996-1209520', 'value': 0.68416088897565686}",false,ametaanalysis
Lather1997,"{'id': 'csa-ps-281296', 'value': 0.55319588523009811}",false,troublingtheangelswomenlivingwithhivaids
Delanty1997,"{'id': 'csa-sa-9904692', 'value': 0.88167338786747163}",true,modelsofcitizenshipdefiningeuropeanidentity
SW1997,"{'id': 'bszbw-wao-38847551X', 'value': 0.76505574483157357}",true,participationincolorectalcancerscreeningareview
Thomas1998,"{'id': 'csa-sa-200711805', 'value': 0.74446329545483947}",true,colorectalcancerasurveyofcommunitybeliefsandbehavioursinvictoria
Sydow1998,"{'id': 'gesis-solis-00226971', 'value': 0.64746638544400958}",false,organizingandevaluatinginterfirmnetworksastructurationistperspectiveonnetworkprocessandeffectiveness
Weinrich1998,"{'id': 'bszbw-wao-388273682', 'value': 0.75050109557142186}",true,predictorsoffaecalbloodscreeningamongoldersocioeconomicallydisadvantagedamericansareplicationstudy
Unknown1998,"{'id': 'csa-assia-124301', 'value': 0.98945495800391337}",true,metaanalysisofgendereffectsonconversationalinterruptionwhowhatwhenwhereandhow
Rich1999,"{'id': 'csa-sa-200012778', 'value': 0.99999999999999978}",true,thereasonandrhymeofqualitativeresearchwhywhenandhowtousequalitativemethodsinthestudyofadolescenthealth
Hannah1999,"{'id': 'csa-sa-9916234', 'value': 0.99999999999999989}",true,genderandconversationalstyleaspredictorsofconversationalbehavior
Unknown1999,"{'id': 'csa-assia-148197', 'value': 0.78442805271123117}",true,thepreventionearlydetectionandmanagementofcolorectalcancer
Bimbela1999,"{'id': 'bszbw-wao-388176806', 'value': 0.69972902785168345}",false,factoresasociadosalaprevencindelatransmisinsexualquestionnairehivaidsandyouthinandalucafactorsassociatedwiththepreventionofsexualtransmissionanlisisdeconocimientosactitudesyprcticasenandalucayouthandaidsanalysisofknowledgeattitudesand
Carpenter1999,"{'id': 'csa-pei-4587168', 'value': 0.96453698277639521}",true,lifetimephysicalactivityandbreastcancerriskamongpostmenopausalwomen
Coates1999,"{'id': 'csa-pais-2000-0504330', 'value': 1.0}",true,thegrowtheffectsofsportfranchisesstadiaandarenas
Kavanagh2000,"{'id': 'csa-ps-322844', 'value': 0.55058506435757537}",false,firstnationsschoolschallengingandrewardingplacestoteachcanadafirstnationsschoolsassociationandthefirstnationseducationsteeringcommittee
Sutton2000,"{'id': 'csa-assia-152451', 'value': 0.71517532246368276}",true,predictorsofattendanceintheunitedkingdomflexiblesigmoidoscopyscreeningtrial
Kostakopoulou2000,"{'id': 'bszbw-wao-388018615', 'value': 0.59833937281034444}",false,citizenshipsintheeuropeanunionbringingforththecomplexity
Pimenta2000,"{'id': 'csa-assia-137314', 'value': 0.69672233315137233}",false,violnciaentretorcidasorganizadasdefutebol
Collins2000,"{'id': 'bszbw-wao-388167106', 'value': 0.754383516936318}",true,morethepoliticsofeconomicgrowthinpostwaramerica
Goyder2000,"{'id': 'springer-soj-195673964', 'value': 0.72408519452957132}",true,tellingpeopleaboutscreeningprogrammesandscreeningtestresultshowcanwedobetter
McCall2000,"{'id': 'csa-assia-166565', 'value': 0.92965269913885351}",true,explaininglevelsofwithingroupwageinequalityin
Kostakopoulou2000,"{'id': 'bszbw-wao-388018615', 'value': 0.59833937281034444}",false,citizenshipsintheeuropeanunionbringingforththecomplexity
Larson2000,"{'id': 'csa-assia-151359', 'value': 0.99999999999999978}",true,towardapsychologyofpositiveyouthdevelopment
Young2000,"{'id': 'bszbw-wao-389556602', 'value': 0.71797784320707547}",true,sportandviolence
Lahiri2000,"{'id': 'iab-litdok-K120102301', 'value': 0.65795829265714545}",false,lobbyingbyethnicgroupsandaidallocation
Cahill2001,"{'id': 'csa-sa-201012095', 'value': 0.76217830109495188}",true,rethinkingrape
Walters2001,"{'id': 'csa-pei-9144050', 'value': 0.67826222610030273}",false,alltheragethestoryofgayvisibilityinamerica
Steppan2001,"{'id': 'csa-pei-14936993', 'value': 1.0}",true,thehormoneresistinlinksobesitytodiabetes
Hecht2001,"{'id': 'csa-assia-174015', 'value': 1.0}",true,roleconflictandroleoverloaddifferentconceptsdifferentconsequences
Bresnahan2001,"{'id': 'csa-pais-2002-0509310', 'value': 0.63353378387701631}",false,oldeconomyinputsforneweconomyoutcomesclusterformationinthenewsiliconvalleys
RA2001,"{'id': 'csa-assia-177581', 'value': 0.75306376885972437}",true,motorlearningconceptsandapplications
Bachanas2002,"{'id': 'csa-assia-168693', 'value': 0.76652892844284926}",true,psychologicaladjustmentsubstanceusehivknowledgeandriskysexualbehaviourinatriskminorityfemalesdevelopmentaldifferencesduringadolescence
Tamres2002,"{'id': 'csa-ps-200222178', 'value': 0.69238743597078167}",false,sexdifferencesincopingbehaviorametaanalyticreviewandanexaminationofrelativecoping
Clarke2002,"{'id': 'csa-sa-200307292', 'value': 0.84308181314397868}",true,marketandinstitutionaldeterminantsofwageinequalitiesinrussia
Schewe2002,"{'id': 'csa-pei-5430673', 'value': 0.73363113170127869}",true,guidelinesfordevelopingrapepreventionandriskreductioninterventionspreventingviolenceinrelationshipsinterventionsacrossthelifespan
Bimbela2002,"{'id': 'csa-ps-326573', 'value': 0.69948664740463073}",false,usodelprofilcticoentrelajuventudensusrelacionesdecoitovaginalcondomuseamongtheyoungengaginginvaginalintercourse
Kapelyushnikov2003,"{'id': 'csa-ps-200212854', 'value': 0.58335003000464247}",false,themechanismsofwageformationintherussianmanufacturingsector
Bermúdez2003,"{'id': 'csa-assia-217582', 'value': 0.76073431450497386}",true,situacinactualdelvihsidaeneuropaanlisisdelasdiferenciasentrepasescurrentstatusofhivaidsineuropeanalysisofdifferencesbetweencountries
Coates2003,"{'id': 'csa-assia-265599', 'value': 0.68072475312677483}",false,theeffectofprofessionalsportsonearningsandemploymentintheservicesandretailsectorsinuscities
Lin2003,"{'id': 'gesis-bib-144619', 'value': 0.78283803625247261}",true,theinvisiblehandofsocialcapital
Unknown2003,"{'id': 'csa-assia-172771', 'value': 0.75025441714454588}",true,dilemmasofcontrolmethodologicalimplicationsandreflectionsofforegroundingchildrensperspectivesonviolence
Gaither2003,"{'id': 'csa-assia-246947', 'value': 1.0}",true,thesexualsensationseekingscalereliabilityandvaliditywithinaheterosexualcollegestudentsample
Kapelyushnikov2003,"{'id': 'csa-ps-200212854', 'value': 0.58335003000464247}",false,themechanismsofwageformationintherussianmanufacturingsector
Lin2003,"{'id': 'gesis-bib-144619', 'value': 0.78283803625247261}",true,theinvisiblehandofsocialcapital
Worley2003,"{'id': 'bszbw-wao-390479969', 'value': 0.75895367420996884}",true,reflectionsonthefutureoforganizationdevelopment
Oren2003,"{'id': 'bszbw-wao-10465922X', 'value': 0.662166449103745}",false,domesticateddadsanddoubleshiftmomsreallifeandideallifein1950sdomesticcomedy
Heydon2004,"{'id': 'csa-sa-200944024', 'value': 0.52427243006880897}",false,writingnonnaaconsiderationofethicalrepresentationinnarrativeresearch
Giroux2004,"{'id': 'csa-sa-200501412', 'value': 0.67538663379929842}",false,neoliberalismandthedeathofdemocracyinprotofascisminamericaneoliberalismandthedemiseofdemocracy
Soilevuo2004,"{'id': '', 'value': 0}",false,onthemeaningsand
Honkatukia2004,"{'id': 'csa-ssa-200401980', 'value': 0.52934162287479747}",false,vakivaltajatyttoyskoulukodissaviolenceandfemininityinreformschoolsnuoruusjakoulukotiyouthandreformschool
McLean2004,"{'id': 'csa-pei-6004847', 'value': 1.0}",true,sagittalplanebiomechanicscannotinjuretheaclduringsidestepcutting
Ganong2004,"{'id': 'csa-assia-201002945', 'value': 0.67068974002004678}",false,stepfamilyrelationshipsdevelopmentdynamicsandinterventions
Stempel2004,"{'id': 'csa-sa-200605303', 'value': 0.75539974806691235}",true,despitegainsinternetnotmajorplayerasnewssource
Wolfe2004,"{'id': 'csa-sa-200914842', 'value': 0.77069600622363776}",true,clustersfromtheinsideandoutlocaldynamicsandgloballinkages
Foley2004,"{'id': 'csa-assia-290850', 'value': 1.0}",true,risksforconductdisordersymptomsassociatedwithparentalalcoholisminstepfatherfamiliesversusintactfamiliesfromacommunitysample
Deloitte2004,"{'id': '', 'value': 0}",false,doyouknowwhereyourtalentiswhyacquisitionandretentionstrategiesdontwork
Autor2005,"{'id': 'csa-ps-200501943', 'value': 0.72768497653264563}",true,reassessingtherevisionists
McLean2005,"{'id': 'ubk-opac-HL008034885', 'value': 0.74890286445432797}",true,yublettertotheeditorauthorsresponse
Foubert2005,"{'id': 'iab-litdok-K040720B07', 'value': 0.69709316297237678}",false,themensprogramapeereducationguidetorapeprevention3rded
Castilla2005,"{'id': 'csa-sa-200517432', 'value': 1.0}",true,socialnetworksandemployeeperformanceinacallcenter
RW2005,"{'id': 'csa-pei-6820101', 'value': 1.0}",true,sensoryorganizationdeterminantsofposturalstabilityintrainedballetdancers
Dawson2005,"{'id': 'csa-assia-387517', 'value': 0.71968404167151379}",true,thewayitreallyhappenedcompetingnarrativesinthepoliticalprocessoftechnologicalchange
Unknown2005,"{'id': 'csa-pais-2005-0611950', 'value': 0.80605689563361116}",true,prospectsforforeigndirectinvestmentandstrategiesoftransnationalcorporations20052008
Zwarteveen2005,"{'id': 'csa-sa-200941758', 'value': 0.66985043551860357}",false,theconnectionbetweengenderandwatermanagementthepoliticsofwaterandgenderinlatinamerica
Unknown2006,"{'id': 'csa-pais-2007-04937', 'value': 0.91392500526892395}",true,theincreasingselectivityofforeignaid
Bairner2006,"{'id': 'csa-sa-200703323', 'value': 1.0}",true,theleicesterschoolandthestudyoffootballhooliganism
Fuhrel2006,"{'id': 'csa-assia-200612635', 'value': 0.79346543174936668}",true,biologicalsocialandpsychologicalriskfactorsforhivinfection
Boden2006,"{'id': 'gesis-solis-00363442', 'value': 0.63871752628777467}",false,mindasmachineahistoryofcognitivescience
Unknown2006,"{'id': 'csa-sa-200618399', 'value': 0.99999999999999989}",true,punishmentandinequalityinamerica
Unknown2006,"{'id': 'csa-sa-200725765', 'value': 0.63097967736983662}",false,listeningbeyondtheechoesmediaethicsandagencyinanuncertainworld
Crowther2006,"{'id': '', 'value': 0}",false,patronsoftherevolutionidealsandinstitutionsinpostwarbehavioralscience
Marcelin2006,"{'id': 'csa-ssa-200703319', 'value': 0.91564348963962305}",true,hivaidsknowledgeandbeliefsamonghaitianadolescentsinmiamidadecounty
Boden2006,"{'id': 'gesis-solis-00363442', 'value': 0.63871752628777467}",false,mindasmachineahistoryofcognitivescience
vandenBogert2006,"{'id': 'csa-pei-6751594', 'value': 0.76253355029376524}",true,lettertotheeditorauthorsresponse
Hampel2006,"{'id': 'csa-assia-200610775', 'value': 1.0}",true,perceivedstresscopingandadjustmentinadolescents
Beynnon2007,"{'id': 'csa-assia-200706239', 'value': 0.7679882891499944}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
Leeman2007,"{'id': 'fis-bildung-768717', 'value': 0.56579942694427388}",false,thevalueofspanishshiftingideologiesinunitedstateslanguageteaching
Beynnon2007,"{'id': 'csa-assia-200706239', 'value': 0.7679882891499944}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
Dreher2007,"{'id': 'csa-ps-200811804', 'value': 0.7357409961817154}",true,independentactororagentanempiricalanalysisoftheimpactofusinterestsoninternationalmonetaryfundconditions
Beynnon2007,"{'id': 'csa-assia-200706239', 'value': 0.7679882891499944}",true,epidemiologyandmechanismsofaclinjuryinalpineskiing
Bushe2007,"{'id': 'csa-pais-1985-0305698', 'value': 0.76886666035831697}",true,groupdevelopmentandteameffectivenessusingsharedcognitionstomeasuretheimpactofgroupdevelopmentontaskperformanceandgroupviability
Lerch2007,"{'id': 'gesis-solis-00353824', 'value': 0.69251252155450194}",false,octoberleadershipinclustersacomparisonoffourphotonicsclusters
Edy2007,"{'id': 'csa-pei-6778449', 'value': 0.71810600631751731}",true,wanteddeadoralivemediaframesframeadoptionandsupportforthewarinafghanistan
Loring2008,"{'id': 'csa-pais-2007-17425', 'value': 0.51349479667481779}",false,fromjohnnytochomskytalkpresentedatthehistoryofsciencesocietyannual
Renstrom2008,"{'id': 'csa-pei-8300566', 'value': 1.0}",true,noncontactaclinjuriesinfemaleathletesaninternationalolympiccommitteecurrentconceptsstatement
Bartels2008,"{'id': 'csa-assia-200904076', 'value': 0.68882896557858353}",false,beyondfixedversusrandomeffectsaframeworkforimprovingsubstantiveandstatisticalanalysisofpaneltimeseriescrosssectionalandmultileveldata
Pandey2008,"{'id': 'csa-ssa-200803506', 'value': 0.66451964608847369}",false,aperspectiveofcollectiveconsciousnessofbusinessorganizations
